"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieDateComparator2Years record1Value","[0] MovieDateComparator2Years record2Value","[0] MovieDateComparator2Years record1PreprocessedValue","[0] MovieDateComparator2Years record2PreprocessedValue","[0] MovieDateComparator2Years similarity","[0] MovieDateComparator2Years postproccesedSimilarity","[1] MovieTitleComparatorJaccard record1Value","[1] MovieTitleComparatorJaccard record2Value","[1] MovieTitleComparatorJaccard record1PreprocessedValue","[1] MovieTitleComparatorJaccard record2PreprocessedValue","[1] MovieTitleComparatorJaccard similarity","[1] MovieTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","academy_awards_2186","actors_121","0.0",,"1969-01-01T00:00","1971-01-01T00:00","1969-01-01T00:00","1971-01-01T00:00","0.0","0.0","Goodbye, Mr. Chips","Patton","Goodbye, Mr. Chips","Patton","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2186","actors_120","0.15",,"1969-01-01T00:00","1970-01-01T00:00","1969-01-01T00:00","1970-01-01T00:00","0.5","0.5","Goodbye, Mr. Chips","True Grit","Goodbye, Mr. Chips","True Grit","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4283","actors_75","0.0",,"1936-01-01T00:00","2002-01-01T00:00","1936-01-01T00:00","2002-01-01T00:00","0.0","0.0","Trail of the Lonesome Pine","Monsters Ball","Trail of the Lonesome Pine","Monsters Ball","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4502","actors_148","0.0",,"1929-01-01T00:00","2001-01-01T00:00","1929-01-01T00:00","2001-01-01T00:00","0.0","0.0","The Trespasser","Training Day","The Trespasser","Training Day","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4502","actors_149","0.2333333333333333",,"1929-01-01T00:00","2003-01-01T00:00","1929-01-01T00:00","2003-01-01T00:00","0.0","0.0","The Trespasser","The Pianist","The Trespasser","The Pianist","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","academy_awards_597","actors_14","0.0",,"2000-01-01T00:00","1942-01-01T00:00","2000-01-01T00:00","1942-01-01T00:00","0.0","0.0","Quiero Ser (I want to be...)","Suspicion","Quiero Ser (I want to be...)","Suspicion","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2179","actors_119","0.15",,"1970-01-01T00:00","1969-01-01T00:00","1970-01-01T00:00","1969-01-01T00:00","0.5","0.5","Sticky My Fingers...Fleet My Feet","Charly","Sticky My Fingers...Fleet My Feet","Charly","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2404","actors_55","0.0",,"1965-01-01T00:00","1982-01-01T00:00","1965-01-01T00:00","1982-01-01T00:00","0.0","0.0","The Greatest Story Ever Told","On Golden Pond","The Greatest Story Ever Told","On Golden Pond","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2438","actors_64","0.0",,"1965-01-01T00:00","1991-01-01T00:00","1965-01-01T00:00","1991-01-01T00:00","0.0","0.0","Von Ryan's Express","Misery","Von Ryan's Express","Misery","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3352","actors_146","0.0",,"1949-01-01T00:00","2000-01-01T00:00","1949-01-01T00:00","2000-01-01T00:00","0.0","0.0","Van Gogh","American Beauty","Van Gogh","American Beauty","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3983","actors_90","0.15",,"1941-01-01T00:00","1940-01-01T00:00","1941-01-01T00:00","1940-01-01T00:00","0.5","0.5","Army Champions","Goodbye, Mr. Chips","Army Champions","Goodbye, Mr. Chips","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4377","actors_28","0.0",,"1934-01-01T00:00","1956-01-01T00:00","1934-01-01T00:00","1956-01-01T00:00","0.0","0.0","She Loves Me Not","The Rose Tattoo","She Loves Me Not","The Rose Tattoo","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_475","actors_44","0.0",,"2002-01-01T00:00","1971-01-01T00:00","2002-01-01T00:00","1971-01-01T00:00","0.0","0.0","Why Can't We Be a Family Again?","Women In Love","Why Can't We Be a Family Again?","Women In Love","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1612","actors_137","0.0",,"1981-01-01T00:00","1990-01-01T00:00","1981-01-01T00:00","1990-01-01T00:00","0.0","0.0","For Your Eyes Only","My Left Foot","For Your Eyes Only","My Left Foot","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3925","actors_21","0.0",,"1941-01-01T00:00","1949-01-01T00:00","1941-01-01T00:00","1949-01-01T00:00","0.0","0.0","Ladies in Retirement","Johnny Belinda","Ladies in Retirement","Johnny Belinda","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_394","actors_91","0.0",,"2004-01-01T00:00","1941-01-01T00:00","2004-01-01T00:00","1941-01-01T00:00","0.0","0.0","I, Robot","The Philadelphia Story","I, Robot","The Philadelphia Story","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3326","actors_116","0.0",,"1949-01-01T00:00","1966-01-01T00:00","1949-01-01T00:00","1966-01-01T00:00","0.0","0.0","A Chance to Live","Cat Ballou","A Chance to Live","Cat Ballou","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_37","actors_15","0.0",,"2010-01-01T00:00","1943-01-01T00:00","2010-01-01T00:00","1943-01-01T00:00","0.0","0.0","The Way Back","Mrs. Miniver","The Way Back","Mrs. Miniver","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3326","actors_117","0.0875",,"1949-01-01T00:00","1967-01-01T00:00","1949-01-01T00:00","1967-01-01T00:00","0.0","0.0","A Chance to Live","A Man for All Seasons","A Chance to Live","A Man for All Seasons","0.125","0.125"
"LinearCombinationMatchingRule","academy_awards_1039","actors_56","0.0",,"1992-01-01T00:00","1983-01-01T00:00","1992-01-01T00:00","1983-01-01T00:00","0.0","0.0","Beyond Imagining: Margaret Anderson and the 'Little Review'","Sophie�s Choice","Beyond Imagining: Margaret Anderson and the 'Little Review'","Sophie�s Choice","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_822","actors_130","0.0",,"1996-01-01T00:00","1983-01-01T00:00","1996-01-01T00:00","1983-01-01T00:00","0.0","0.0","That Thing You Do!","Ghandi","That Thing You Do!","Ghandi","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_580","actors_20","0.0",,"2000-01-01T00:00","1948-01-01T00:00","2000-01-01T00:00","1948-01-01T00:00","0.0","0.0","Dolphins","The Farmer�s Daughter","Dolphins","The Farmer�s Daughter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_580","actors_21","0.0",,"2000-01-01T00:00","1949-01-01T00:00","2000-01-01T00:00","1949-01-01T00:00","0.0","0.0","Dolphins","Johnny Belinda","Dolphins","Johnny Belinda","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1602","actors_126","0.06999999999999999",,"1981-01-01T00:00","1976-01-01T00:00","1981-01-01T00:00","1976-01-01T00:00","0.0","0.0","The Boat Is Full","One Flew Over The Cuckoo's Nes","The Boat Is Full","One Flew Over The Cuckoo's Nes","0.1","0.1"
"LinearCombinationMatchingRule","academy_awards_838","actors_134","0.0",,"1996-01-01T00:00","1987-01-01T00:00","1996-01-01T00:00","1987-01-01T00:00","0.0","0.0","Dragonheart","The Color of Money","Dragonheart","The Color of Money","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3931","actors_19","0.0",,"1941-01-01T00:00","1947-01-01T00:00","1941-01-01T00:00","1947-01-01T00:00","0.0","0.0","Louisiana Purchase","To Each His Own","Louisiana Purchase","To Each His Own","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1222","actors_6","0.0",,"1988-01-01T00:00","1934-01-01T00:00","1988-01-01T00:00","1934-01-01T00:00","0.0","0.0","Pelle the Conqueror","Morning Glory","Pelle the Conqueror","Morning Glory","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_838","actors_135","0.0",,"1996-01-01T00:00","1988-01-01T00:00","1996-01-01T00:00","1988-01-01T00:00","0.0","0.0","Dragonheart","Wall Street","Dragonheart","Wall Street","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2561","actors_61","0.0",,"1963-01-01T00:00","1988-01-01T00:00","1963-01-01T00:00","1988-01-01T00:00","0.0","0.0","Sam Spiegel","Moonstruck","Sam Spiegel","Moonstruck","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3445","actors_109","0.0",,"1947-01-01T00:00","1959-01-01T00:00","1947-01-01T00:00","1959-01-01T00:00","0.0","0.0","School in the Mailbox","Separate Tables","School in the Mailbox","Separate Tables","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_141","actors_86","0.0",,"2008-01-01T00:00","1936-01-01T00:00","2008-01-01T00:00","1936-01-01T00:00","0.0","0.0","Man on Wire","The Informer","Man on Wire","The Informer","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2166","actors_101","0.0",,"1970-01-01T00:00","1951-01-01T00:00","1970-01-01T00:00","1951-01-01T00:00","0.0","0.0","Paix Sur Les Champs","Cyrano de Bergerac","Paix Sur Les Champs","Cyrano de Bergerac","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2166","actors_100","0.0",,"1970-01-01T00:00","1950-01-01T00:00","1970-01-01T00:00","1950-01-01T00:00","0.0","0.0","Paix Sur Les Champs","All the King's Men","Paix Sur Les Champs","All the King's Men","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3222","actors_140","0.0",,"1951-01-01T00:00","1994-01-01T00:00","1951-01-01T00:00","1994-01-01T00:00","0.0","0.0","The Strip","Philadelphia","The Strip","Philadelphia","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1222","actors_8","0.0",,"1988-01-01T00:00","1936-01-01T00:00","1988-01-01T00:00","1936-01-01T00:00","0.0","0.0","Pelle the Conqueror","Dangerous","Pelle the Conqueror","Dangerous","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1721","actors_117","0.0",,"1979-01-01T00:00","1967-01-01T00:00","1979-01-01T00:00","1967-01-01T00:00","0.0","0.0","Solly's Diner","A Man for All Seasons","Solly's Diner","A Man for All Seasons","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3700","actors_78","0.0",,"1944-01-01T00:00","2005-01-01T00:00","1944-01-01T00:00","2005-01-01T00:00","0.0","0.0","A Guy Named Joe","Million Dollar Baby","A Guy Named Joe","Million Dollar Baby","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4287","actors_79","0.0",,"1936-01-01T00:00","1929-01-01T00:00","1936-01-01T00:00","1929-01-01T00:00","0.0","0.0","Libeled Lady","The Way of All Flesh & The Las","Libeled Lady","The Way of All Flesh & The Las","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4287","actors_78","0.0",,"1936-01-01T00:00","2005-01-01T00:00","1936-01-01T00:00","2005-01-01T00:00","0.0","0.0","Libeled Lady","Million Dollar Baby","Libeled Lady","Million Dollar Baby","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_581","actors_22","0.09999999999999999",,"2000-01-01T00:00","1950-01-01T00:00","2000-01-01T00:00","1950-01-01T00:00","0.0","0.0","The Man on Lincoln's Nose","The Heiress","The Man on Lincoln's Nose","The Heiress","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_2","actors_95","0.0",,"2010-01-01T00:00","1945-01-01T00:00","2010-01-01T00:00","1945-01-01T00:00","0.0","0.0","True Grit","Going My Way","True Grit","Going My Way","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1752","actors_149","0.11666666666666665",,"1978-01-01T00:00","2003-01-01T00:00","1978-01-01T00:00","2003-01-01T00:00","0.0","0.0","The Flight of the Gossamer Condor","The Pianist","The Flight of the Gossamer Condor","The Pianist","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_81","actors_70","0.0",,"2009-01-01T00:00","1997-01-01T00:00","2009-01-01T00:00","1997-01-01T00:00","0.0","0.0","The Young Victoria","Fargo","The Young Victoria","Fargo","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1752","actors_148","0.0",,"1978-01-01T00:00","2001-01-01T00:00","1978-01-01T00:00","2001-01-01T00:00","0.0","0.0","The Flight of the Gossamer Condor","Training Day","The Flight of the Gossamer Condor","Training Day","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_81","actors_71","0.0",,"2009-01-01T00:00","1998-01-01T00:00","2009-01-01T00:00","1998-01-01T00:00","0.0","0.0","The Young Victoria","As Good As It Gets","The Young Victoria","As Good As It Gets","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1253","actors_50","0.0",,"1988-01-01T00:00","1977-01-01T00:00","1988-01-01T00:00","1977-01-01T00:00","0.0","0.0","Die Hard","Network","Die Hard","Network","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2544","actors_42","0.2333333333333333",,"1963-01-01T00:00","1969-01-01T00:00","1963-01-01T00:00","1969-01-01T00:00","0.0","0.0","The Sword in the Stone","The Lion in Winter","The Sword in the Stone","The Lion in Winter","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","academy_awards_3212","actors_134","0.06363636363636363",,"1951-01-01T00:00","1987-01-01T00:00","1951-01-01T00:00","1987-01-01T00:00","0.0","0.0","I Was a Communist for the F.B.I.","The Color of Money","I Was a Communist for the F.B.I.","The Color of Money","0.09090909090909091","0.09090909090909091"
"LinearCombinationMatchingRule","academy_awards_3999","actors_82","0.0",,"1941-01-01T00:00","1932-01-01T00:00","1941-01-01T00:00","1932-01-01T00:00","0.0","0.0","Topper Returns","A Free Soul","Topper Returns","A Free Soul","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_142","actors_87","0.09999999999999999",,"2008-01-01T00:00","1937-01-01T00:00","2008-01-01T00:00","1937-01-01T00:00","0.0","0.0","Trouble the Water","The Story of Louis Pasteur","Trouble the Water","The Story of Louis Pasteur","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_3930","actors_16","0.0",,"1941-01-01T00:00","1944-01-01T00:00","1941-01-01T00:00","1944-01-01T00:00","0.0","0.0","Blood and Sand","Song of Bernadette","Blood and Sand","Song of Bernadette","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2562","actors_60","0.09999999999999999",,"1962-01-01T00:00","1987-01-01T00:00","1962-01-01T00:00","1987-01-01T00:00","0.0","0.0","Birdman of Alcatraz","Children of a Lesser God","Birdman of Alcatraz","Children of a Lesser God","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_2083","actors_151","0.0",,"1972-01-01T00:00","2005-01-01T00:00","1972-01-01T00:00","2005-01-01T00:00","0.0","0.0","Rosalind Russell","Ray","Rosalind Russell","Ray","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3926","actors_20","0.0875",,"1941-01-01T00:00","1948-01-01T00:00","1941-01-01T00:00","1948-01-01T00:00","0.0","0.0","The Son of Monte Cristo","The Farmer�s Daughter","The Son of Monte Cristo","The Farmer�s Daughter","0.125","0.125"
"LinearCombinationMatchingRule","academy_awards_1742","actors_138","0.0",,"1978-01-01T00:00","1991-01-01T00:00","1978-01-01T00:00","1991-01-01T00:00","0.0","0.0","Caravans","Reversal of Fortune","Caravans","Reversal of Fortune","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2165","actors_101","0.0",,"1970-01-01T00:00","1951-01-01T00:00","1970-01-01T00:00","1951-01-01T00:00","0.0","0.0","Investigation of a Citizen above Suspicion","Cyrano de Bergerac","Investigation of a Citizen above Suspicion","Cyrano de Bergerac","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1742","actors_139","0.0",,"1978-01-01T00:00","1993-01-01T00:00","1978-01-01T00:00","1993-01-01T00:00","0.0","0.0","Caravans","Scent of a Woman","Caravans","Scent of a Woman","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4022","actors_37","0.0",,"1940-01-01T00:00","1965-01-01T00:00","1940-01-01T00:00","1965-01-01T00:00","0.0","0.0","All This, and Heaven Too","Mary Poppins","All This, and Heaven Too","Mary Poppins","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_808","actors_100","0.0",,"1996-01-01T00:00","1950-01-01T00:00","1996-01-01T00:00","1950-01-01T00:00","0.0","0.0","A Chef in Love","All the King's Men","A Chef in Love","All the King's Men","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4392","actors_55","0.0",,"1934-01-01T00:00","1982-01-01T00:00","1934-01-01T00:00","1982-01-01T00:00","0.0","0.0","Strikes and Spares","On Golden Pond","Strikes and Spares","On Golden Pond","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2165","actors_100","0.0",,"1970-01-01T00:00","1950-01-01T00:00","1970-01-01T00:00","1950-01-01T00:00","0.0","0.0","Investigation of a Citizen above Suspicion","All the King's Men","Investigation of a Citizen above Suspicion","All the King's Men","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4026","actors_73","0.09999999999999999",,"1940-01-01T00:00","2000-01-01T00:00","1940-01-01T00:00","2000-01-01T00:00","0.0","0.0","The Boys from Syracuse","Boys Don't Cry","The Boys from Syracuse","Boys Don't Cry","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_2439","actors_67","0.0",,"1965-01-01T00:00","1994-01-01T00:00","1965-01-01T00:00","1994-01-01T00:00","0.0","0.0","Thunderball","The Piano","Thunderball","The Piano","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_349","actors_45","0.0",,"2004-01-01T00:00","1972-01-01T00:00","2004-01-01T00:00","1972-01-01T00:00","0.0","0.0","Closer","Klute","Closer","Klute","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1751","actors_148","0.0",,"1978-01-01T00:00","2001-01-01T00:00","1978-01-01T00:00","2001-01-01T00:00","0.0","0.0","An Encounter with Faces","Training Day","An Encounter with Faces","Training Day","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_476","actors_45","0.0",,"2002-01-01T00:00","1972-01-01T00:00","2002-01-01T00:00","1972-01-01T00:00","0.0","0.0","El Crimen del Padre Amaro","Klute","El Crimen del Padre Amaro","Klute","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_821","actors_131","0.0",,"1996-01-01T00:00","1984-01-01T00:00","1996-01-01T00:00","1984-01-01T00:00","0.0","0.0","One Fine Day","Tender Mercies","One Fine Day","Tender Mercies","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_821","actors_130","0.0",,"1996-01-01T00:00","1983-01-01T00:00","1996-01-01T00:00","1983-01-01T00:00","0.0","0.0","One Fine Day","Ghandi","One Fine Day","Ghandi","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_941","actors_111","0.0",,"1994-01-01T00:00","1961-01-01T00:00","1994-01-01T00:00","1961-01-01T00:00","0.0","0.0","The Paper","Elmer Gantry","The Paper","Elmer Gantry","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_941","actors_110","0.0",,"1994-01-01T00:00","1960-01-01T00:00","1994-01-01T00:00","1960-01-01T00:00","0.0","0.0","The Paper","Ben-Hur","The Paper","Ben-Hur","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1751","actors_149","0.0",,"1978-01-01T00:00","2003-01-01T00:00","1978-01-01T00:00","2003-01-01T00:00","0.0","0.0","An Encounter with Faces","The Pianist","An Encounter with Faces","The Pianist","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_393","actors_90","0.0",,"2004-01-01T00:00","1940-01-01T00:00","2004-01-01T00:00","1940-01-01T00:00","0.0","0.0","Spider-Man 2","Goodbye, Mr. Chips","Spider-Man 2","Goodbye, Mr. Chips","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4040","actors_56","0.0",,"1940-01-01T00:00","1983-01-01T00:00","1940-01-01T00:00","1983-01-01T00:00","0.0","0.0","Waterloo Bridge","Sophie�s Choice","Waterloo Bridge","Sophie�s Choice","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2400","actors_50","0.0",,"1965-01-01T00:00","1977-01-01T00:00","1965-01-01T00:00","1977-01-01T00:00","0.0","0.0","Inside Daisy Clover","Network","Inside Daisy Clover","Network","0.0","0.0"
